category,description,recommendation,standard,price
איטום,"חוסר איטום קיר תומך (קיר גבי) — קיר תומך במגע עם קרקע ללא איטום חיצוני. לחות ומים חודרים דרך הקיר וגורמים לרטיבות, עובש ופגיעה במבנה","חפירה מצד הקרקע, ניקוי הקיר, מריחת פריימר ביטומני, הדבקת יריעת איטום, התקנת צנרת ניקוז ומילוי בחומר מנקז","ת""י 931 — קירות תומכים במגע עם קרקע חייבים איטום חיצוני מלא ומערכת ניקוז","₪ 1,200"
איטום,"חוסר אטימה באדן חלון חיצוני — אדן חלון חיצוני ללא שיפוע כלפי חוץ, ללא שפה מנטפת (drip edge), או ללא אטימה בין האדן למסגרת. מים מצטברים ונכנסים דרך מפגש חלון-קיר","התקנת אדן עם שיפוע מינימלי 3% כלפי חוץ, שפה מנטפת, ואטימה בסיליקון סביב מסגרת החלון","ת""י 931 — אדני חלונות חיצוניים חייבים שיפוע כלפי חוץ ושפה מנטפת למניעת נזילת מים אל הקיר",₪ 600
איטום,"אטימה לקויה סביב מסגרת חלון — חומר האטימה (סיליקון/פוליאוריתן) סביב מסגרת החלון סדוק, מנותק או חסר. רוח ומים חודרים דרך הרווח שבין המסגרת לקיר","הסרת אטימה ישנה, ניקוי המשטחים, מילוי קצף פוליאוריתן בחלל, וגמר באטם סיליקון או פוליאוריתן UV-resistant","ת""י 931 — מפגש מסגרת חלון-קיר חייב אטימה מלאה בחומר אלסטי עמיד בתנאי חוץ",₪ 250
איטום,חוסר איטום בטון חשוף בתקרת חניה — תקרת חניה תת-קרקעית ללא מערכת איטום. מים חודרים מהגינה או הכביש מעל ופוגעים בברזל הזיון ובמבנה הבטון,ביצוע מערכת איטום על תקרת החניה: פריימר + יריעה ביטומנית דו-שכבתית + שכבת הגנה + ניקוז,"ת""י 931 — תקרות מתחת למפלס קרקע או חשופות לגשם חייבות מערכת איטום מלאה",₪ 300
איטום,אטימה חסרה בין אמבטיה/מקלחון לקיר — חסר חומר אטימה (סיליקון) בין אמבטיה או מקלחון לקיר המרוצף. מים חודרים לרווח וגורמים לרטיבות מאחורי האמבטיה,"ניקוי המשטחים, התקנת סרט אטימה או מילוי בסיליקון סניטרי אנטי-עובש","ת""י 1752 — מפגשי כלים סניטריים עם קירות וריצוף חייבים אטימה מלאה בחומר אלסטי עמיד במים",₪ 400
איטום,"חוסר איטום מתחת לאמבטיה — שטח הרצפה מתחת לאמבטיה לא אוטם. במקרה של נזילה מהאמבטיה או מהצנרת מתחתיה, מים חודרים ישירות לתקרת הדירה מתחת","הסרת האמבטיה, ביצוע איטום רצפתי מלא כולל מתחת לאמבטיה, והתקנה מחדש","ת""י 1752 — כל שטח רצפת חדר הרחצה חייב איטום, כולל השטח מתחת לאמבטיה","₪ 7,000"
איטום,"סיליקון חסר / פגום בחדר רחצה — סיליקון חסר, סדוק או מתקלף בפינות חדר רחצה, מקלחת, אמבטיה או כיור","הסרת סיליקון ישן, ניקוי, מילוי סיליקון חדש",NULL,₪ 400
איטום,מחסן — רטיבות / איטום — רטיבות או סימני מים במחסן,"איטום מחסן, ניקוז, שיפור אוורור",NULL,"₪ 2,000"
רטיבות ועובש,"רטיבות בקירות מרתף — חדירה מהקרקע — כתמי רטיבות, עובש או פריחת מלח (אפלורסנציה) על קירות המרתף. מעיד על חוסר איטום חיצוני או כשל באיטום הקיים נגד לחץ מי תהום","חפירה חיצונית עד ליסוד, ניקוי ותיקון הקיר, ביצוע איטום חיצוני בשכבת ביטומן + יריעה, ומילוי בחזרה עם שכבת סינון","ת""י 931 — קירות מרתף מתחת למפלס הקרקע חייבים איטום חיצוני מלא נגד לחות ולחץ מים","₪ 1,500"
רטיבות ועובש,"חוסר ניקוז בגב קיר תומך — קיר תומך ללא מערכת ניקוז מאחוריו (צנרת ניקוז, חומר מנקז, או פתחי ניקוז). לחץ הידרוסטטי על הקיר גורם לחדירת מים ועלול לפגוע ביציבותו","התקנת מערכת ניקוז: צנרת מנקזת מחוררת עטופה בגיאוטקסטיל, שכבת חצץ, וחיבור לתשתית ניקוז","ת""י 931 — קיר תומך חייב מערכת ניקוז כולל צנרת מנקזת, שכבת חצץ מנקז, ופתחי ניקוז (weep holes)",₪ 800
רטיבות ועובש,"רטיבות עולה בקירות (רטיבות קפילרית) — רטיבות עולה מהיסוד לקירות בקומת הקרקע (rising damp). כתמי רטיבות, פריחת מלח וטיח מתקלף בחלק התחתון של הקירות. מעיד על חוסר מחסום רטיבות (DPC)","הזרקת חומר חוסם רטיבות (cream/gel silane) בקידוחים בבסיס הקיר, ניקוי וחידוש טיח במלט עמיד ברטיבות","ת""י 931 — חובה למנוע מעבר רטיבות מהיסוד לקירות באמצעות מחסום רטיבות (DPC) ביסוד",₪ 350
רטיבות ועובש,"עובש על קירות ותקרה כתוצאה מעיבוי — כתמי עובש שחורים/ירוקים על קירות חיצוניים ותקרות, בעיקר בפינות ומאחורי רהיטים. כתוצאה מגשרים תרמיים, בידוד חסר ואוורור לקוי","טיפול בעובש בחומר אנטי-פטרייתי, שיפור בידוד תרמי חיצוני, התקנת מערכת אוורור מכני, ובדיקת גשרים תרמיים",NULL,"₪ 3,000"
רטיבות ועובש,גשר תרמי בתקרת גג — רטיבות עיבוי — גשר תרמי באזור מפגש תקרה-קיר חיצוני (thermal bridge) גורם לטמפרטורה נמוכה של המשטח הפנימי ולעיבוי מים. מתבטא בעובש ורטיבות בפינות העליונות,"שיפור בידוד תרמי באזור הגשר התרמי, הוספת שכבת בידוד פנימית או חיצונית, ושיפור אוורור",NULL,"₪ 8,000"
רטיבות ועובש,"חדירת מים דרך סדקים במבנה הבטון — סדקים במבנה הבטון (תקרה, קורות, קירות) מאפשרים חדירת מים. הסדקים עשויים להצביע על בעיה מבנית בנוסף לבעיית האיטום","הזרקת חומר אפוקסי או פוליאוריתן לסדקים, בדיקה מבנית של הסדקים על ידי מהנדס, ושיקום האיטום","ת""י 931 — מבנה הבטון חייב להיות אטום, סדקים מעל 0.3 מ""מ דורשים טיפול לשיקום האטימות",₪ 600
רטיבות ועובש,נזילת מים מצנרת מעבר בתקרה/רצפה — צנרת מים/ביוב חוצה רצפה או תקרה ללא אטימה סביב המעבר. מים (מנזילה או עיבוי) זולגים דרך הפתח,התקנת שרוול מעבר (sleeve) עם אטם גומי או מילוי בחומר אטימה חסין אש וגמיש,"ת""י 931 — כל מעבר צנרת דרך אלמנט בטון חייב אטימה ייעודית באמצעות שרוול ואטם גמיש",₪ 500
רטיבות ועובש,"רטיבות בתקרה / קיר — סימני רטיבות בתקרה או קיר — כתמים, התנפחות צבע, עובש","איתור מקור רטיבות, תיקון איטום, ייבוש וצביעה","ת""י 1515.3 — איטום חייב למנוע חדירת מים לחלל הדירה","₪ 3,000"
רטיבות ועובש,"עובש בפינות / תקרה — עובש שחור או ירוק בפינות חדרים, תקרות, או סביבת חלונות","טיפול בעובש, בדיקת מקור רטיבות, שיפור אוורור",NULL,₪ 800
כיבוי אש,ספרינקלר חסר או לא מותקן בחדר מדרגות — ראש ספרינקלר לא הותקן בחדר מדרגות או בשטח ציבורי כנדרש בתכניות כיבוי האש המאושרות. העדר ספרינקלר מפחית את יכולת הכיבוי האוטומטי במקרה שריפה,"התקנת ראש ספרינקלר מאושר בהתאם לתכנית כיבוי האש, כולל חיבור לצנרת הקיימת ובדיקת לחץ","ת""י 1596 — מערכת ספרינקלרים אוטומטית נדרשת בבניין מגורים מעל קומה מסוימת בהתאם לתקנות כיבוי אש, כולל כיסוי מלא בשטחים ציבוריים",₪ 800
כיבוי אש,ספרינקלר צבוע או חסום — ראש ספרינקלר נצבע במהלך עבודות צביעה או חסום על ידי חפצים/מדפים. צביעה על הספרינקלר עלולה למנוע את פעולתו בעת שריפה,"החלפת ראש הספרינקלר הצבוע בחדש מאותו סוג ודירוג טמפרטורה, והסרת כל חסימה","ת""י 1596 — חל איסור מוחלט לצבוע או לחסום ראשי ספרינקלרים; יש לשמור מרחק חופשי של 50 ס""מ לפחות מכל כיוון",₪ 500
כיבוי אש,"גלגלון כיבוי אש לא תקין או חסר — גלגלון כיבוי אש בחדר מדרגות לא פועל, צינור קרוע, ברז תקוע, או חסר לחלוטין. הגלגלון הוא אמצעי כיבוי ראשוני לדיירים","החלפת גלגלון כיבוי אש פגום בגלגלון חדש תקני, כולל צינור, ברז, וזרנוק, ובדיקת לחץ מים","ת""י 5765 — גלגלון כיבוי אש חייב להיות תקין, נגיש, עם צינור באורך מספק (לפחות 30 מטר כולל סילון), ולעבור בדיקה שנתית","₪ 2,500"
כיבוי אש,"ארון כיבוי אש פגום או לא נגיש — ארון כיבוי אש שבור, חלוד, דלת לא נפתחת, או חסום על ידי חפצים. חוסר נגישות לארון מונע שימוש באמצעי הכיבוי בזמן חירום","תיקון או החלפת ארון כיבוי אש, החלפת דלת שבורה, הסרת חסימות, וסימון מחדש בהתאם לתקן","ת""י 5765 — ארון כיבוי אש חייב להיות נגיש, מסומן, דלתו חייבת להיפתח ללא מפתח מיוחד, ותכולתו חייבת להיות תקינה","₪ 1,500"
כיבוי אש,"מטף כיבוי אש חסר או פג תוקף — מטף כיבוי אש לא מותקן בשטח ציבורי כנדרש, או שתוקפו פג ולא עבר בדיקה שנתית. מטף ללא בדיקה עשוי לא לפעול בעת הצורך","התקנת מטף כיבוי אש חדש בתוקף או שליחת המטף הקיים לבדיקה ומילוי חוזר, כולל תיוג ובדיקת נגישות","ת""י 129 — מטפי כיבוי אש חייבים לעבור בדיקה שנתית על ידי בודק מוסמך, לשאת תווית בדיקה בתוקף, ולהיות מותקנים בגובה ובמיקום נגישים",₪ 400
כיבוי אש,"דלת אש חסרה או לא תקנית — דלת אש בחדר מדרגות או במעבר חסרה, הוחלפה בדלת רגילה, או שאינה עומדת בדירוג עמידות אש נדרש. דלת אש מהווה מחסום קריטי למניעת התפשטות עשן ואש","התקנת דלת אש מאושרת בדירוג EI60 לפחות, כולל סוגר אוטומטי, אטם אש מתנפח, ומשקוף מתאים","ת""י 1220 — דלת אש חייבת לעמוד בדירוג עמידות אש של 60 דקות לפחות (EI60), לכלול סוגר אוטומטי, ולהיות מסומנת בתווית עמידות אש","₪ 7,000"
כיבוי אש,"סוגר אוטומטי בדלת אש לא פועל — סוגר הדלת האוטומטי (door closer) בדלת אש לא פועל, שבור, או הוסר. ללא סוגר תקין, הדלת נשארת פתוחה ואינה מהווה מחסום אש","החלפת סוגר אוטומטי פגום בסוגר חדש בהתאם למשקל ולגודל הדלת, כיוון מהירות סגירה","ת""י 1220 — כל דלת אש חייבת להיות מצוידת בסוגר אוטומטי תקין המבטיח סגירה מלאה של הדלת לאחר כל פתיחה",₪ 900
כיבוי אש,"אטם אש מתנפח חסר בדלת אש — אטם אש מתנפח (intumescent strip) חסר או פגום בדלת אש. האטם מתנפח בחום ואוטם את המרווח בין הדלת למשקוף, מונע מעבר עשן ואש","התקנת אטם אש מתנפח חדש בתעלת האטם בהיקף הדלת, כולל אטם עשן","ת""י 1220 — דלת אש חייבת לכלול אטם אש מתנפח בהיקף הדלת להבטחת אטימות לעשן ולאש",₪ 600
כיבוי אש,"גלאי עשן חסר או לא פועל בשטח ציבורי — גלאי עשן לא מותקן בחדר מדרגות, לובי, או חניון כנדרש, או שהגלאי מותקן אך אינו פעיל (נורית לא דולקת, סוללה ריקה)","התקנת גלאי עשן אופטי או חיווט למערכת גילוי אש מרכזית, בדיקת תקינות וחיבור ללוח בקרה","בהתאם לתקנות כיבוי אש, נדרשת מערכת גילוי אש בשטחים ציבוריים בבניין מגורים הכולל יותר מ-4 קומות",₪ 600
כיבוי אש,"לוח בקרת אש לא תקין או ללא חשמל — לוח בקרת מערכת גילוי אש מציג תקלה, מנותק מחשמל, או שסוללת הגיבוי ריקה. לוח לא תקין פירושו שמערכת גילוי האש כולה לא פעילה","תיקון לוח בקרה, החלפת סוללת גיבוי, בדיקת חיבורי גלאים ואזעקות, וביצוע בדיקת מערכת מלאה","לוח בקרת אש חייב להיות פעיל 24/7, כולל גיבוי סוללה ל-24 שעות, ולעבור בדיקה תקופתית","₪ 3,000"
כיבוי אש,"תאורת חירום לא פועלת בחדר מדרגות — גופי תאורת חירום בחדר מדרגות לא דולקים בעת הפסקת חשמל, סוללות תקולות, או גופים שבורים. תאורת חירום חיונית לפינוי בטוח","החלפת גופי תאורת חירום פגומים, החלפת סוללות, בדיקת פעולה תקינה בניתוק חשמל","ת""י 23 — תאורת חירום נדרשת בכל מסלולי המילוט, עוצמה מינימלית של 1 לוקס ברצפה, זמן פעולה מינימלי 60 דקות",₪ 700
כיבוי אש,"שילוט יציאת חירום חסר או לא מואר — שלט יציאת חירום (EXIT) חסר, לא מואר, או שהכיתוב לא קריא. שילוט חירום הוא חלק ממערך הפינוי ומחויב בכל מסלול מילוט","התקנת שלט יציאת חירום מואר LED עם סוללת גיבוי, בהתאם למיקום ולכיוון הפינוי","ת""י 23 — שילוט יציאת חירום מואר נדרש בכל נקודות היציאה ובכל נקודת החלטה במסלול המילוט",₪ 600
כיבוי אש,"צנרת כיבוי אש (standpipe) חלודה או דולפת — צנרת כיבוי אש עולה (standpipe) בחדר מדרגות מראה סימני חלודה, דליפות, או שברזי הפיתוח שלה חסומים","החלפת קטעי צנרת חלודים, תיקון דליפות, שיפוץ או החלפת ברזי פיתוח, צביעה בצבע אדום","צנרת כיבוי אש חייבת להיות תקינה, ללא דליפות, עם ברזי פיתוח נגישים ותקינים בכל קומה","₪ 3,000"
כיבוי אש,"חניון ללא מערכת אוורור מכני — חניון תת-קרקעי ללא מערכת אוורור מכני פעילה, או שהמערכת תקולה. הצטברות פליטות רכב ועשן מהווה סכנת חיים","תיקון מערכת אוורור מכני, החלפת מנועים תקולים, ניקוי תעלות, בדיקת בקר CO",חניון תת-קרקעי חייב במערכת אוורור מכני המבטיחה החלפת אוויר מספקת ופינוי עשן בשריפה,"₪ 15,000"
כיבוי אש,"מערכת גילוי CO בחניון לא פעילה — מערכת גילוי פחמן חד-חמצני (CO) בחניון תת-קרקעי לא פעילה, חיישנים תקולים, או ללא חיבור למערכת אוורור","תיקון או החלפת חיישני CO, בדיקת חיבור למערכת אוורור, כיול חיישנים",חניון תת-קרקעי חייב במערכת גילוי CO המחוברת להפעלה אוטומטית של מערכת האוורור,"₪ 3,000"
מעלית,מעלית ללא תעודת בדיקה בתוקף — תעודת בדיקה תקופתית של המעלית פגת תוקף או לא מוצגת בתוך תא המעלית. בדיקה תקופתית חובה לפי חוק,"הזמנת בדיקת מעלית תקופתית מבודק מוסמך, תיקון ליקויים שיימצאו, והצגת תעודה בתוקף בתא","ת""י 7588 — מעלית חייבת לעבור בדיקה תקופתית כל 6 חודשים על ידי בודק מוסמך, ותעודת הבדיקה חייבת להיות מוצגת בתא","₪ 1,500"
מעלית,"דלת מעלית לא נסגרת כראוי — דלת תא מעלית או דלת פיר לא נסגרת באופן מלא, נתקעת, או סוגרת בכוח מוגזם. דלת לא תקינה מהווה סכנת בטיחות וגורמת לתקלות חוזרות","כוונון או החלפת מנגנון דלת מעלית, ניקוי מסילות, החלפת גלגלים בלויים, בדיקת חיישן בטיחות","ת""י 7588 — דלתות מעלית חייבות לפעול בצורה חלקה, לסגור באופן מלא, ולכלול מנגנון בטיחות למניעת לכידה","₪ 2,500"
מעלית,"כפתור מעלית לא פועל או שבור — כפתור קריאה בקומה או כפתור בחירת קומה בתא המעלית לא פועל, שקוע, שבור, או ללא תאורה","החלפת כפתור מעלית פגום, בדיקת חיווט, וודאות תקינות תאורת אינדיקציה",כל כפתורי המעלית חייבים לפעול באופן תקין ולתת אינדיקציה ויזואלית על לחיצה,₪ 600
מעלית,"טלפון חירום במעלית לא פועל — טלפון חירום (אינטרקום) בתא מעלית לא מחובר, לא פועל, או לא מגיע ליעד (מוקד חילוץ). טלפון חירום חיוני לחילוץ נלכדים","תיקון או החלפת מערכת אינטרקום, בדיקת קו טלפון, וידוא חיבור למוקד חילוץ","ת""י 7588 — כל מעלית חייבת להיות מצוידת בטלפון חירום דו-כיווני תקין המחובר למוקד 24/7","₪ 1,500"
מעלית,"תאורה לא תקינה בתא מעלית — תאורה בתא מעלית חלשה, מהבהבת, או כבויה חלקית. כולל תאורת חירום שלא דולקת בהפסקת חשמל","החלפת נורות/לדים בתא מעלית, בדיקה ותיקון תאורת חירום כולל סוללה",תאורה בתא מעלית חייבת להיות בעוצמה מספקת (50 לוקס לפחות) כולל תאורת חירום עצמאית,₪ 600
מעלית,מעלית ללא מפתח כיבוי אש (fireman switch) — מעלית ללא מפתח כיבוי אש (fireman switch) או שהמפתח לא זמין לשירותי כיבוי. מפתח זה מאפשר לכבאים לשלוט במעלית בשעת חירום,"התקנת מנגנון fireman switch תקני, מסירת מפתחות לשירותי כיבוי, סימון בולט","ת""י 7588 — מעלית חייבת להיות מצוידת במתג כבאים (fireman switch) בקומת הכניסה המאפשר הפעלת מצב חירום","₪ 1,500"
מעלית,"מעלית — רעש חריג או רעידות — מעלית עם רעש חריג, רעידות או נסיעה לא חלקה","בדיקת טכנאי מעליות, תיקון לפי ממצאים","ת""י 20 — מעלית חייבת לפעול בשקט ובחלקות","₪ 3,000"
חדר מדרגות,"מעקה חדר מדרגות רופף או בגובה לא תקני — מעקה בחדר מדרגות רופף, לא יציב, או בגובה נמוך מהנדרש (פחות מ-105 ס""מ). מעקה לא תקין מהווה סכנת נפילה","חיזוק עיגון מעקה, הגבהה לגובה תקני של 105 ס""מ, ותיקון חלקים רופפים","ת""י 1142 — מעקה בטיחות בחדר מדרגות חייב להיות בגובה 105 ס""מ לפחות, יציב, ועם מרווחים בין חלקיו שלא יעלו על 10 ס""מ","₪ 2,000"
חדר מדרגות,"מדרגה שבורה או סדוקה בחדר מדרגות — מדרגת שיש או בטון סדוקה, שבורה, או עם חלקים חסרים בחדר המדרגות. מדרגה פגומה מהווה סכנת מעידה","תיקון או החלפת מדרגה פגומה, מילוי סדקים באפוקסי או החלפת אריח שיש",תקנות הבנייה מחייבות מדרגות שלמות ויציבות בכל חלקי המבנה הציבוריים,₪ 900
חדר מדרגות,"פס נגד החלקה חסר במדרגות — פס נגד החלקה (anti-slip nosing) חסר בקצה המדרגות בחדר המדרגות. העדר פס נגד החלקה מגביר סכנת מעידה, במיוחד כשהמדרגות רטובות",התקנת פסי אלומיניום נגד החלקה עם תוספת גומי בקצה כל מדרגה,"ת""י 1142 — נדרש סימון בולט ונגד החלקה בקצה כל מדרגה בחדר מדרגות ציבורי",₪ 80
חדר מדרגות,"צביעה מתקלפת או לכלוך בחדר מדרגות — צבע מתקלף, כתמים, גרפיטי, או לכלוך מצטבר על קירות חדר המדרגות. מצב זה מעיד על חוסר תחזוקה","הכנת משטחים (גירוד, שפכטל), צביעה מחדש בצבע פלסטי עמיד בגוון אחיד",שטחים ציבוריים חייבים להישמר במצב תקין ונקי כחלק מתחזוקת הרכוש המשותף,₪ 55
חדר מדרגות,"חלון חדר מדרגות שבור או לא נפתח — חלון בחדר מדרגות שבור, סדוק, או מנגנון פתיחה תקוע. חלון חדר המדרגות חיוני לאוורור ולפינוי עשן","החלפת זגוגית שבורה, תיקון מנגנון פתיחה, שימון צירים, או החלפת חלון שלם",חדר מדרגות מוגן חייב לכלול פתח אוורור עליון (טרישנטל) או חלונות הניתנים לפתיחה לפינוי עשן,"₪ 1,500"
חדר מדרגות,חדר מדרגות ללא אוורור עליון (טרישנטל) — חדר מדרגות מוגן ללא פתח אוורור עליון (טרישנטל) או שהפתח חסום. פתח עליון חיוני לפינוי עשן במקרה שריפה,"פתיחת פתח אוורור עליון בגג חדר המדרגות או הסרת חסימה קיימת, התקנת רשת נגד מזיקים","חדר מדרגות מוגן חייב לכלול פתח אוורור עליון בשטח של לפחות 1 מ""ר לפינוי עשן טבעי","₪ 6,000"
חדר מדרגות,"סימון קומות חסר בחדר מדרגות — מספרי קומות לא מסומנים בחדר מדרגות, או שהסימון דהוי ולא קריא. חיוני לפינוי ולזיהוי מיקום בשעת חירום",התקנת שילוט קומות פוספורסנטי (זוהר בחושך) בכל קומה בחדר המדרגות,"כל קומה בחדר מדרגות חייבת להיות מסומנת במספר קומה בולט, קריא גם בתנאי עשן",₪ 150
חדר מדרגות,"מעקה מרפסת משותפת/גג רופף או נמוך — מעקה בטיחות בגג הבניין או במרפסת משותפת רופף, חלוד, או בגובה נמוך מ-105 ס""מ. סכנת נפילה חמורה","חיזוק או החלפת מעקה, הגבהה לגובה תקני, טיפול בחלודה וצביעה מחדש","ת""י 1142 — מעקה בטיחות בגג או במרפסת חייב להיות בגובה 105 ס""מ לפחות, יציב ועמיד","₪ 1,200"
חדר מדרגות,מדרגות — גובה שלח לא אחיד — הפרשי גובה בין שלחי מדרגות — גורם למעידות,"יישור שלחים, תיקון ריצוף מדרגות","ת""י 1142 — הפרש גובה מותר בין שלחים: עד 5 מ""מ",₪ 800
לובי ורכוש משותף,"ריצוף שבור או מפולס לא אחיד בלובי — אריחי ריצוף בלובי הכניסה שבורים, סדוקים, חסרים, או עם הפרשי גובה בין אריחים. מהווה סכנת מעידה ופוגם במראה הבניין","החלפת אריחים שבורים, יישור הפרשי גובה, מילוי רובה חסרה","ריצוף בשטחים ציבוריים חייב להיות שלם, אחיד, ללא הפרשי גובה מעל 2 מ""מ, ועם מקדם חיכוך מספק",₪ 350
לובי ורכוש משותף,"חדירת מים ורטיבות בלובי או בחדר מדרגות — סימני רטיבות, עובש, או חדירת מים בקירות או בתקרת הלובי וחדר המדרגות. רטיבות בשטחים ציבוריים מעידה על כשל באיטום","איתור מקור הרטיבות, תיקון איטום גג/קירות חיצוניים, טיפול בעובש, וצביעה מחדש","שטחים ציבוריים חייבים להיות יבשים וללא חדירת מים מהגג, מקירות חיצוניים, או מתשתיות אינסטלציה","₪ 5,000"
לובי ורכוש משותף,"תיבות דואר פגומות או חסרות — תיבות דואר בלובי שבורות, ללא דלת, ללא מנעול, חלודות, או חסרות. תיבות דואר הן חלק מהרכוש המשותף","החלפת תיבות דואר פגומות, התקנת מנעולים, או החלפת מערכת תיבות דואר שלמה",כל דירה זכאית לתיבת דואר תקינה עם מנעול בלובי הכניסה,₪ 500
לובי ורכוש משותף,"דלת כניסה ראשית לבניין לא נסגרת או ללא מנגנון נעילה — דלת כניסה ראשית לבניין לא נסגרת אוטומטית, מנגנון נעילה אלקטרוני (אינטרקום) לא פועל, או ציר שבור","תיקון או החלפת סוגר דלת, תיקון מנגנון נעילה אלקטרומגנטי, וכיוון צירים",דלת כניסה ראשית חייבת להיסגר אוטומטית ולכלול מנגנון נעילה תקין לאבטחת הדיירים,"₪ 2,000"
לובי ורכוש משותף,"חדר חשמל ראשי ללא סימון או נעילה — חדר חשמל ראשי ללא שלט אזהרה, ללא נעילה, או עם גישה חופשית לכל דייר. סכנת התחשמלות ושריפה","התקנת מנעול בטיחות, שילוט אזהרה (סכנת חשמל, אסור להיכנס), ווידוא נגישות לחברת החשמל","חדר חשמל ראשי חייב להיות נעול, מסומן בשלטי אזהרה, ונגיש רק לאנשי מקצוע מורשים",₪ 800
לובי ורכוש משותף,"חדר אשפה ללא אוורור או ניקוז — חדר אשפה משותף ללא מערכת אוורור, ללא ניקוז רצפה, או עם דלת לא אטומה. גורם למפגעי ריח, תברואה, ומזיקים","התקנת מאוורר יניקה, תיקון ניקוז רצפה, אטימת דלת, וריצוף עמיד לשטיפה","חדר אשפה בבניין מגורים חייב לכלול אוורור מכני או טבעי, ניקוז רצפה, וריצוף ניתן לשטיפה","₪ 4,000"
לובי ורכוש משותף,"תאורה לקויה בחניון — תאורה חלשה, נורות שרופות, או אזורים חשוכים בחניון. תאורה לקויה מגבירה סכנת תאונות ופלילות","החלפת נורות שרופות, התקנת גופי תאורת LED, הוספת נקודות תאורה באזורים חשוכים",חניון חייב בתאורה אחידה בעוצמה מינימלית של 50 לוקס באזורי נסיעה ו-20 לוקס באזורי חנייה,₪ 600
לובי ורכוש משותף,"אינטרקום כניסה לא פועל — מערכת אינטרקום בכניסה לבניין לא פועלת, מסך שבור, או שכפתורי החיוג לדירות לא מגיבים","תיקון או החלפת מערכת אינטרקום, בדיקת חיווט, החלפת פנל חיצוני פגום",מערכת אינטרקום חייבת לאפשר תקשורת בין המבקר בכניסה לדיירים ופתיחת דלת מרחוק,"₪ 3,000"
לובי ורכוש משותף,"שאריות בנייה / ניקיון לקוי — שאריות מלט, צבע, דבק או אבק בנייה על ריצוף, חלונות או כלים סניטריים",ניקיון בנייה מקצועי,NULL,"₪ 3,500"
לובי ורכוש משותף,כתמי מלט על ריצוף — כתמי מלט או דבק אריחים שנשארו על הריצוף לאחר העבודה,ניקוי מקצועי בחומרים ייעודיים,NULL,₪ 600
לובי ורכוש משותף,"מעקה לא יציב / גובה לא תקני — מעקה מרפסת או מדרגות שלא יציב, או שגובהו נמוך מהנדרש (105 ס""מ)",הגבהת / חיזוק / החלפת מעקה,"ת""י 1142 — גובה מעקה מינימלי: 105 ס""מ. מרווח בין פסים: עד 10 ס""מ","₪ 1,500"
לובי ורכוש משותף,"חניה — סימון לקוי או חסר — סימון חניה חסר, לא ברור, או לא תואם לתוכנית",סימון חניות מחדש בהתאם לתוכנית,NULL,₪ 500
נגישות,"רמפת נגישות חסרה או בשיפוע לא תקני — רמפה לנכים בכניסה לבניין חסרה, שיפועה חד מדי (מעל 8%), ללא מעקה בטיחות, או בלי משטח אופקי בראשה","בניית רמפת נגישות תקנית או תיקון שיפוע, התקנת מעקות, והוספת משטח אופקי","ת""י 1918 חלק 1 — רמפת נגישות חייבת להיות בשיפוע מקסימלי של 8% (1:12), רוחב מינימלי 130 ס""מ, עם מעקות משני צדדים ומשטח אופקי בראש ובתחתית","₪ 12,000"
נגישות,"מעלית ללא נגישות לנכים — מעלית ללא כפתורים בגובה נגיש, ללא כיתוב ברייל, ללא הכרזה קולית על קומות, או פתח צר מדי לכיסא גלגלים","שדרוג לוח כפתורים עם ברייל, התקנת מערכת הכרזה קולית, בדיקת רוחב פתח","ת""י 1918 חלק 3 — מעלית נגישה חייבת לכלול: כפתורים בגובה נגיש, סימון ברייל, הכרזה קולית, רוחב פתח 90 ס""מ לפחות, ומראה אחורית","₪ 8,000"
נגישות,"חניית נכים חסרה או לא מסומנת — חניית נכים לא מסומנת, ללא שילוט, ברוחב לא מספק, או ללא מעבר נגיש ממנה לכניסת הבניין","סימון וצביעת חניית נכים, התקנת שילוט, הרחבה לרוחב תקני, והתקנת מעבר נגיש","ת""י 1918 חלק 1 — נדרשת לפחות חנייה נגישה אחת לכל 25 חניות, ברוחב 3.5 מטר, עם סימון ושילוט בולטים ומעבר נגיש","₪ 3,000"
נגישות,"העדר מאחז יד בחדר מדרגות — מאחז יד (handrail) חסר בצד אחד או בשני צדדי חדר המדרגות, לא רציף, או בגובה לא תקני","התקנת מאחז יד נירוסטה רציף בשני צדדי חדר המדרגות, בגובה תקני עם חזרה לקיר","ת""י 1918 חלק 1 — נדרש מאחז יד רציף בשני צדדי חדר המדרגות, בגובה 85-100 ס""מ, עם חזרה לקיר בקצוות",₪ 450
נגישות,"מעבר מעלית צר מדי לכיסא גלגלים — המרווח בין דלת המעלית לקיר הנגדי בקומה קטן מדי, מונע כניסה ויציאה נוחה של כיסא גלגלים","הסרת חסימות, הרחבת מרווח תמרון מול דלת המעלית, במקרים קיצוניים — שינוי תכנוני","ת""י 1918 חלק 3 — מרווח מינימלי של 150 ס""מ נדרש מול דלת המעלית לתמרון כיסא גלגלים","₪ 5,000"
