index,category,title,description_clean,recommendation,cost_text,standard,standard_ref,severity,raw_description
32,ריצוף וחיפוי קרמיקה,חוסר בנוטפים (כיוון נטייה) באדן חלון,"אדן חלון מרוצף ללא שיפוע כלפי חוץ ו/או ללא חריץ נוטפים, מה שמאפשר למים לזרום לעבר הקיר ולגרום לרטיבות",התקנת אדן חדש עם שיפוע מינימלי של 3% כלפי חוץ וחריץ נוטפים בתחתית,₪200-₪500 (ליחידה),"ת""י 1555 חלק 3 — אדני חלון חיצוניים חייבים לכלול שיפוע כלפי חוץ וחריץ נוטפים","ת""י 1555 חלק 3 — אדני חלון חיצוניים חייבים לכלול שיפוע כלפי חוץ וחריץ נוטפים",medium,"**חוסר בנוטפים (כיוון נטייה) באדן חלון** — אדן חלון מרוצף ללא שיפוע כלפי חוץ ו/או ללא חריץ נוטפים, מה שמאפשר למים לזרום לעבר הקיר ולגרום לרטיבות.. המלצה: התקנת אדן חדש עם שיפוע מינימלי של 3% כלפי חוץ וחריץ נוטפים בתחתית. עלות משוערת: ₪200-₪500 (ליחידה)"
33,ריצוף וחיפוי קרמיקה,קובייה רטט לקויה — חלל מתחת לריצוף חיצוני,"אריחי ריצוף מרפסת או שביל חיצוני עם חללים מתחתיהם, נשמע צליל חלול בהקשה. מסוכן במיוחד במרפסות בשל חשיפה לתנאי מזג אוויר","פירוק הריצוף הפגום, הכנת משטח תקני עם שכבת דבק מלאה, הנחה מחדש בשיטת סרוק כפול","₪180-₪400 (למ""ר)","ת""י 1555 חלק 3 — כיסוי דבק מינימלי של 80% נדרש בריצוף חיצוני ואזורים רטובים","ת""י 1555 חלק 3 — כיסוי דבק מינימלי של 80% נדרש בריצוף חיצוני ואזורים רטובים",critical,"**קובייה רטט לקויה — חלל מתחת לריצוף חיצוני** — אריחי ריצוף מרפסת או שביל חיצוני עם חללים מתחתיהם, נשמע צליל חלול בהקשה. מסוכן במיוחד במרפסות בשל חשיפה לתנאי מזג אוויר.. המלצה: פירוק הריצוף הפגום, הכנת משטח תקני עם שכבת דבק מלאה, הנחה מחדש בשיטת סרוק כפול. עלות משוערת: ₪180-₪400 (למ""ר)"
34,ריצוף וחיפוי קרמיקה,רצף לא אחיד של אריחים בין חדרים,חוסר רציפות בריצוף במעבר בין חדרים — אריחים שאינם מיושרים או מתחלפים בצורה לא אחידה בין המרחבים,התאמת הריצוף במעברים על ידי פירוק מקומי והנחה מחדש עם יישור מדויק,₪200-₪500 (ליחידה),"ת""י 1555 חלק 3 — ריצוף חייב להיות רציף ומיושר במעברים בין חדרים, אלא אם כן צוין אחרת במפרט","ת""י 1555 חלק 3 — ריצוף חייב להיות רציף ומיושר במעברים בין חדרים, אלא אם כן צוין אחרת במפרט",medium,**רצף לא אחיד של אריחים בין חדרים** — חוסר רציפות בריצוף במעבר בין חדרים — אריחים שאינם מיושרים או מתחלפים בצורה לא אחידה בין המרחבים.. המלצה: התאמת הריצוף במעברים על ידי פירוק מקומי והנחה מחדש עם יישור מדויק. עלות משוערת: ₪200-₪500 (ליחידה)
35,ריצוף וחיפוי קרמיקה,אריח פגום מהמפעל — כתמים/שינוי גוון,"אריחים עם פגמים מהמפעל כגון כתמים, שינוי גוון בולט, נקודות שחורות, או גימור לא אחיד. לרוב נובע משימוש באריחים מסדרות ייצור שונות",החלפת האריחים הפגומים באריחים מאותה סדרת ייצור (LOT) כדי להבטיח אחידות,₪100-₪300 (ליחידה),"ת""י 1555 חלק 1 — אריחים חייבים להיות ממוינים לפי דרגות איכות — דרגה ראשונה נדרשת למגורים","ת""י 1555 חלק 1 — אריחים חייבים להיות ממוינים לפי דרגות איכות — דרגה ראשונה נדרשת למגורים",low,"**אריח פגום מהמפעל — כתמים/שינוי גוון** — אריחים עם פגמים מהמפעל כגון כתמים, שינוי גוון בולט, נקודות שחורות, או גימור לא אחיד. לרוב נובע משימוש באריחים מסדרות ייצור שונות.. המלצה: החלפת האריחים הפגומים באריחים מאותה סדרת ייצור (LOT) כדי להבטיח אחידות. עלות משוערת: ₪100-₪300 (ליחידה)"
36,ריצוף וחיפוי קרמיקה,סף דלת חסר או לא תקין,"סף (מפתן) בין שני סוגי ריצוף או בפתח דלת חסר, פגום, או לא מותקן כראוי. גורם למפגע בטיחותי ולחדירת מים","התקנת סף אלומיניום או פליז מתאים, הדבקה ועיגון מכני",₪80-₪200 (ליחידה),"ת""י 1555 חלק 3 — מעברים בין סוגי ריצוף שונים חייבים לכלול סף מתאים או פרופיל מעבר","ת""י 1555 חלק 3 — מעברים בין סוגי ריצוף שונים חייבים לכלול סף מתאים או פרופיל מעבר",low,"**סף דלת חסר או לא תקין** — סף (מפתן) בין שני סוגי ריצוף או בפתח דלת חסר, פגום, או לא מותקן כראוי. גורם למפגע בטיחותי ולחדירת מים.. המלצה: התקנת סף אלומיניום או פליז מתאים, הדבקה ועיגון מכני. עלות משוערת: ₪80-₪200 (ליחידה)"
37,ריצוף וחיפוי קרמיקה,ריצוף קרמיקה עם החלקה לא מספקת,"אריחי קרמיקה ברצפה עם מקדם החלקה נמוך מהנדרש, במיוחד באזורים רטובים כמו חדרי רחצה וכניסות. מהווה סכנת החלקה",החלפת האריחים באריחים עם מקדם החלקה מתאים (R10-R11 לאזורים רטובים) או יישום ציפוי אנטי-סליפ,"₪150-₪350 (למ""ר)","ת""י 1555 חלק 1 — אריחי רצפה באזורים רטובים חייבים לעמוד בדרישת מקדם החלקה R10 לפחות","ת""י 1555 חלק 1 — אריחי רצפה באזורים רטובים חייבים לעמוד בדרישת מקדם החלקה R10 לפחות",medium,"**ריצוף קרמיקה עם החלקה לא מספקת** — אריחי קרמיקה ברצפה עם מקדם החלקה נמוך מהנדרש, במיוחד באזורים רטובים כמו חדרי רחצה וכניסות. מהווה סכנת החלקה.. המלצה: החלפת האריחים באריחים עם מקדם החלקה מתאים (R10-R11 לאזורים רטובים) או יישום ציפוי אנטי-סליפ. עלות משוערת: ₪150-₪350 (למ""ר)"
38,ריצוף וחיפוי קרמיקה,קרמיקה מנוקדת/מנומרת שלא בהתאם למפרט,"אריחי קרמיקה שהותקנו אינם תואמים את הדגם, הצבע או הגוון שנבחר על ידי הרוכש ומופיע במפרט הטכני",החלפת האריחים שאינם תואמים באריחים מהדגם הנכון בהתאם למפרט,"₪150-₪400 (למ""ר)",NULL,NULL,medium,"**קרמיקה מנוקדת/מנומרת שלא בהתאם למפרט** — אריחי קרמיקה שהותקנו אינם תואמים את הדגם, הצבע או הגוון שנבחר על ידי הרוכש ומופיע במפרט הטכני.. המלצה: החלפת האריחים שאינם תואמים באריחים מהדגם הנכון בהתאם למפרט. עלות משוערת: ₪150-₪400 (למ""ר)"
39,ריצוף וחיפוי קרמיקה,מפלס ריצוף לא אחיד בין חדרים,"הפרש גובה בין ריצוף בחדרים שונים, יוצר מדרגה קטנה במעבר. מפגע בטיחותי ומעיד על תכנון או ביצוע לקוי של שכבת היישור","פירוק הריצוף באזור המעבר, תיקון שכבת היישור, הנחה מחדש עם מפלס אחיד",₪250-₪600 (ליחידה),"ת""י 1555 חלק 3 — מפלס הריצוף חייב להיות אחיד בכל הדירה למעט אזורים רטובים שם נדרש הפרש גובה מבוקר","ת""י 1555 חלק 3 — מפלס הריצוף חייב להיות אחיד בכל הדירה למעט אזורים רטובים שם נדרש הפרש גובה מבוקר",medium,"**מפלס ריצוף לא אחיד בין חדרים** — הפרש גובה בין ריצוף בחדרים שונים, יוצר מדרגה קטנה במעבר. מפגע בטיחותי ומעיד על תכנון או ביצוע לקוי של שכבת היישור.. המלצה: פירוק הריצוף באזור המעבר, תיקון שכבת היישור, הנחה מחדש עם מפלס אחיד. עלות משוערת: ₪250-₪600 (ליחידה)"
40,ריצוף וחיפוי קרמיקה,ריצוף פורצלן עם שריטות/סימנים,"שריטות או סימני שפשוף על אריחי פורצלן שנגרמו במהלך עבודות הבנייה, העברת ציוד כבד, או ניקוי לא מתאים",ליטוש מקצועי של האריחים הפגומים. אם השריטות עמוקות — החלפת האריח,₪50-₪200 (ליחידה),"ת""י 1555 חלק 1 — אריחים חייבים להימסר ללא פגמים, שריטות או סימנים","ת""י 1555 חלק 1 — אריחים חייבים להימסר ללא פגמים, שריטות או סימנים",low,"**ריצוף פורצלן עם שריטות/סימנים** — שריטות או סימני שפשוף על אריחי פורצלן שנגרמו במהלך עבודות הבנייה, העברת ציוד כבד, או ניקוי לא מתאים.. המלצה: ליטוש מקצועי של האריחים הפגומים. אם השריטות עמוקות — החלפת האריח. עלות משוערת: ₪50-₪200 (ליחידה)"
41,ריצוף וחיפוי קרמיקה,אי-התאמה בין ריצוף לפתח ניקוז,"ריצוף שאינו מותאם לפתח הניקוז (נקז רצפה) — האריח חוסם חלקית את הנקז, או שאין שיפוע מתאים לכיוון הנקז","חיתוך מדויק של האריחים סביב הנקז, תיקון השיפוע מכל הכיוונים",₪200-₪450 (ליחידה),"ת""י 1555 חלק 3 — ריצוף סביב נקזים חייב לאפשר ניקוז מלא עם שיפוע מכל הכיוונים לעבר הנקז","ת""י 1555 חלק 3 — ריצוף סביב נקזים חייב לאפשר ניקוז מלא עם שיפוע מכל הכיוונים לעבר הנקז",medium,"**אי-התאמה בין ריצוף לפתח ניקוז** — ריצוף שאינו מותאם לפתח הניקוז (נקז רצפה) — האריח חוסם חלקית את הנקז, או שאין שיפוע מתאים לכיוון הנקז.. המלצה: חיתוך מדויק של האריחים סביב הנקז, תיקון השיפוע מכל הכיוונים. עלות משוערת: ₪200-₪450 (ליחידה)"
42,ריצוף וחיפוי קרמיקה,פלינטוס (סוקל) רופף או מנותק,"פלינטוס (רצועת ריצוף בתחתית הקיר) שאינו מודבק כראוי, זזה בלחיצה, או מנותק מהקיר. מאפשר חדירת לכלוך ומים","הסרת הפלינטוס, ניקוי המשטח, הדבקה מחדש בדבק C2 ומילוי סיליקון בפינה העליונה","₪30-₪60 (למ""א)","ת""י 1555 חלק 3 — פלינטוס חייב להיות מודבק באופן מלא לקיר ולרצפה ללא חללים","ת""י 1555 חלק 3 — פלינטוס חייב להיות מודבק באופן מלא לקיר ולרצפה ללא חללים",low,"**פלינטוס (סוקל) רופף או מנותק** — פלינטוס (רצועת ריצוף בתחתית הקיר) שאינו מודבק כראוי, זזה בלחיצה, או מנותק מהקיר. מאפשר חדירת לכלוך ומים.. המלצה: הסרת הפלינטוס, ניקוי המשטח, הדבקה מחדש בדבק C2 ומילוי סיליקון בפינה העליונה. עלות משוערת: ₪30-₪60 (למ""א)"
